Name,State,Country,Address,Latitude,Longitude,Google Map Link,Domestic/International,Type
OYO Hotel Port Allen LA I-10 West,Louisiana,United States,"821 S Lobdell Hwy, Port Allen",30.444567,-91.2424259,https://www.google.com/maps/place/?q=place_id:ChIJy69MXS0fJIYReyh6DTBpU_Y,Domestic,Unknown
Central Maine Regional Airport,Maine,United States,"603 Airport Rd, Norridgewock",44.7178306,-69.8631057,https://www.google.com/maps/place/?q=place_id:ChIJQx53COS_sUwR70HwFRnONDo,Domestic,Airport
LaFleur Airport,Maine,United States,"2 Lafleur Rd, Waterville",44.533515,-69.680069,https://www.google.com/maps/place/?q=place_id:ChIJi6wwb8bksUwRrANZhcJijRo,Domestic,Airport
Augusta State Airport,Maine,United States,"75 Airport Rd, Augusta",44.3176111,-69.7936197,https://www.google.com/maps/place/?q=place_id:ChIJG6OgTFYBskwR107PNGEaK14,Domestic,Airport
Auburn-Lewiston Municipal Airport,Maine,United States,"80 Airport Drive Off, Lewiston Junction Rd, Auburn",44.0489082,-70.2870961,https://www.google.com/maps/place/?q=place_id:ChIJ99kGF0VoskwRusa5n-78mRI,Domestic,Airport
Wiscasset Airport,Maine,United States,"96 Chewonki Neck Rd Unit A, Wiscasset",43.9640309,-69.7106495,https://www.google.com/maps/place/?q=place_id:ChIJoZBGQzmSrUwRfwg6fl3sdZk,Domestic,Airport
Brunswick Executive Airport,Maine,United States,"15 Terminal Road, Brunswick",43.898449,-69.9342956,https://www.google.com/maps/place/?q=place_id:ChIJtThPZtqGrUwRjl2QiWgaut4,Domestic,Airport
Wales Airport-ME6,Maine,United States,"222 Ridge Rd, Wales",44.1724903,-70.0209271,https://www.google.com/maps/place/?q=place_id:ChIJ3-dDlncSskwRXbHlAoLJ_GU,Domestic,Airport
Hilltop Airport,Maine,United States,"4239 Main St, Jay",44.516834,-70.2226405,https://www.google.com/maps/place/?q=place_id:ChIJOTBWliWGsUwR1y9boVj1o4E,Domestic,Airport
Bowman Field Airport-B10,Maine,United States,"14 Lyman Ln, Livermore Falls",44.4115357,-70.1465141,https://www.google.com/maps/place/?q=place_id:ChIJ1U4VDRkhskwRqCaWI5lHwzQ,Domestic,Airport
Pownal Airport,Maine,United States,Pownal,43.875078,-70.2072733,https://www.google.com/maps/place/?q=place_id:ChIJT4aFBUB9skwRv_JwZn8tpsU,Domestic,Airport
Cape Air,Maine,United States,"State Airport, 75 Airport Rd, Augusta",44.31765,-69.7936074,https://www.google.com/maps/place/?q=place_id:ChIJ9-Ia-1MBskwRKoej9VhyYH4,Domestic,Unknown
Cliffords Airport ME69,Maine,United States,"175 Bowdoinham Rd, Sabattus",44.0689641,-70.0644969,https://www.google.com/maps/place/?q=place_id:ChIJT5VRzRByskwRax1ULo1wwK4,Domestic,Airport
Margerison Airport-ME75,Maine,United States,"Hallowell Rd, Durham",43.9523562,-70.147038,https://www.google.com/maps/place/?q=place_id:ChIJU1fCAhl7skwRBsDd7LdALao,Domestic,Airport
FlightLevel Brunswick,Maine,United States,"15 Terminal Road #100, Brunswick",43.897989,-69.933461,https://www.google.com/maps/place/?q=place_id:ChIJD4kS1W2HrUwR2ZgWGrJRVXQ,Domestic,Airport
Great State of Maine Air Show,Maine,United States,"Orion St, Brunswick",43.8922586,-69.9298194,https://www.google.com/maps/place/?q=place_id:ChIJHcuqnsWGrUwR2j7duqX9o-o,Domestic,Airport
LifeFlight of Maine Auburn Hangar,Maine,United States,"49 White Hangar Dr, Auburn",44.0472577,-70.2792575,https://www.google.com/maps/place/?q=place_id:ChIJzcMZyMtpskwRIoJ4kk0zIFs,Domestic,Airport
Augusta VOR-DME AUG 111.4,Maine,United States,Augusta,44.3200284,-69.7965651,https://www.google.com/maps/place/?q=place_id:ChIJLxCXXlYBskwRdysird8cyq0,Domestic,Airport
Lewie NDB LE 240,Maine,United States,New Gloucester,43.9622382,-70.3379915,https://www.google.com/maps/place/?q=place_id:ChIJCwAHrylnskwRtaWL_aIR82Q,Domestic,Airport
Brunswick RACAN NHZ 099X,Maine,United States,Brunswick,43.8735052,-69.921953,https://www.google.com/maps/place/?q=place_id:ChIJtTtlS06BrUwR8n8jHxFs2Uo,Domestic,Airport
Port Clyde Harbor,Maine,United States,St George,43.9232771,-69.2619577,https://www.google.com/maps/place/?q=place_id:ChIJK1v-Lie3rUwRztGPF3oSy7I,Domestic,Unknown
Port Clyde,Maine,United States,St George,43.9270693,-69.2583117,https://www.google.com/maps/place/?q=place_id:ChIJTZg-kOC2rUwRXITivjOpCEQ,Domestic,Unknown
The Dip Net Restaurant Food Truck,Maine,United States,"2 Cold Storage Rd, Port Clyde",43.9261768,-69.2591124,https://www.google.com/maps/place/?q=place_id:ChIJ86fP7SS2rUwRx5KiljUXn4I,Domestic,Unknown
Port Clyde Lobster,Maine,United States,"7 Lincoln Ln, Port Clyde",43.9335449,-69.2648901,https://www.google.com/maps/place/?q=place_id:ChIJSwylHhq3rUwRIbZOxJlSdKQ,Domestic,Unknown
Port 'N Starboard Gallery,Maine,United States,"41 Colonial Dr, Durham",43.9510385,-70.0701326,https://www.google.com/maps/place/?q=place_id:ChIJE2LB-Ex7skwRlqn-bStnEXQ,Domestic,Unknown
Port Builders LLC,Maine,United States,"4 Murch Rd, Freeport",43.863736,-70.1426555,https://www.google.com/maps/place/?q=place_id:ChIJ4Xrgf-d9skwRx35cJikoW0w,Domestic,Unknown
Port Clyde Fresh Catch,Maine,United States,"6 Culver Rd, Port Clyde",43.9254513,-69.2543734,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqi62rUwR4HQlD2B2na0,Domestic,Unknown
Port Clyde Fisherman's Co-op,Maine,United States,"28 Co Op Rd, Port Clyde",43.9283947,-69.2596886,https://www.google.com/maps/place/?q=place_id:ChIJaaRbXO63rUwRNdMe2XZ1y_o,Domestic,Unknown
Monhegan Boat Line,Maine,United States,"880 Port Clyde Rd, Port Clyde",43.9260265,-69.2589683,https://www.google.com/maps/place/?q=place_id:ChIJEftDcCC3rUwRZgS8Qb-nOwg,Domestic,Unknown
cPort Credit Union,Maine,United States,"399 Western Ave, Augusta",44.3185128,-69.8168774,https://www.google.com/maps/place/?q=place_id:ChIJp8y66PcDskwR21jvI8arHNo,Domestic,Unknown
Port Clyde Christian Church,Maine,United States,"861 Port Clyde Rd, Port Clyde",43.9275292,-69.257888,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqi62rUwRGjE1akM6NpM,Domestic,Unknown
Port City Auto Auction,Maine,United States,"28 Port City Ln, Richmond",44.1003114,-69.861057,https://www.google.com/maps/place/?q=place_id:ChIJ0a5PWKwKskwRAXs1w-SC3K8,Domestic,Unknown
World Harbors,Maine,United States,"176 1st Flight Dr, Auburn",44.0401567,-70.2715524,https://www.google.com/maps/place/?q=place_id:ChIJl6Hlb_NoskwRm08RdMyJoko,Domestic,Unknown
Kennebec River,Maine,United States,Augusta,44.3178321,-69.7717705,https://www.google.com/maps/place/?q=place_id:ChIJrZgJsDgBskwRD1GxO8p23YI,Domestic,Unknown
"Port Art Gallery, Angela Anderson, Port Clyde, Maine",Maine,United States,"398 Glenmere Rd, St George",43.9335535,-69.2580455,https://www.google.com/maps/place/?q=place_id:ChIJNzP6P3-3rUwROu6CuATJRaU,Domestic,Unknown
Marshall Point Lighthouse & Museum,Maine,United States,"Marshall Point Rd, Port Clyde",43.917413,-69.2612247,https://www.google.com/maps/place/?q=place_id:ChIJj-oOX9m2rUwRGO_kxxpKlEQ,Domestic,Unknown
Port Clyde Kayaks and Stand Up Paddle,Maine,United States,"440 Glenmere Rd, Port Clyde",43.9306497,-69.2567402,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqi62rUwRkWxmKBOrMN4,Domestic,Unknown
Seaside Inn,Maine,United States,"5 Cold Storage Rd, Port Clyde",43.9268497,-69.2587869,https://www.google.com/maps/place/?q=place_id:ChIJET_XQyC3rUwRxix-yx5sTfg,Domestic,Unknown
On the Water in Maine - Port Clyde House,Maine,United States,"43 Factory Rd, St George",43.9240939,-69.2569391,https://www.google.com/maps/place/?q=place_id:ChIJ-19PFt-2rUwRPHKJ-ihX5ck,Domestic,Unknown
Port Clyde General Store Fuel Pumps gas and diesel,Maine,United States,"4 Cold Storage Rd, St George",43.9262762,-69.2590226,https://www.google.com/maps/place/?q=place_id:ChIJpQOKdiC3rUwRblUOuSQCIqU,Domestic,Unknown
Coastline View,Maine,United States,"43 Factory Rd, Port Clyde",43.9240766,-69.256948,https://www.google.com/maps/place/?q=place_id:ChIJaauvQs-3rUwR__ulxqayQoo,Domestic,Unknown
Ocean House Hotel,Maine,United States,"870 Port Clyde Rd, Port Clyde",43.9269753,-69.258252,https://www.google.com/maps/place/?q=place_id:ChIJixXPmt62rUwRi6RaeLHbUj8,Domestic,Unknown
Linda Bean’s Maine Wyeth Art Gallery,Maine,United States,"04855, 4 Cold Storage Rd, St George",43.9262757,-69.258849,https://www.google.com/maps/place/?q=place_id:ChIJCfmHcSC3rUwRTPRWM4HrtMY,Domestic,Unknown
Village Ice Cream & Port Clyde Bakery,Maine,United States,"875 Port Clyde Rd, Port Clyde",43.9265749,-69.2586304,https://www.google.com/maps/place/?q=place_id:ChIJ5dYUNVi2rUwRdZtOZDbKXpY,Domestic,Unknown
Greenport Cannabis Co.,Maine,United States,"280 Main St, Damariscotta",44.0315127,-69.5277297,https://www.google.com/maps/place/?q=place_id:ChIJV0i6Si2VrUwR3enhXbA2dxA,Domestic,Unknown
Mill Pond House Bed & Breakfast,Maine,United States,"453 Port Clyde Rd, Tenants Harbor",43.9440151,-69.2283007,https://www.google.com/maps/place/?q=place_id:ChIJ5dYUNVi2rUwRpM18u9hqDc4,Domestic,Unknown
Herring Gut Coastal Science Center,Maine,United States,"59 Factory Rd, Port Clyde",43.9236564,-69.2553207,https://www.google.com/maps/place/?q=place_id:ChIJyQ7jI-C2rUwRi1e6ntoUIIQ,Domestic,Unknown
"Port Clyde & Beyond, LLC",Maine,United States,"19 Caddy Rd, St George",44.0100755,-69.1990506,https://www.google.com/maps/place/?q=place_id:ChIJA3wdheElfKQReBWZ_ANzHLk,Domestic,Unknown
iFixandRepair - Brunswick Walmart,Maine,United States,"15 Tibbetts Dr, Brunswick",43.9071506,-69.9076836,https://www.google.com/maps/place/?q=place_id:ChIJnWRb9IXo3ogRayoioQuoBuM,Domestic,Unknown
Dockside Lobster,Maine,United States,St George,43.9283752,-69.2593307,https://www.google.com/maps/place/?q=place_id:ChIJuz6FeB-3rUwRCCLQ74H8iJo,Domestic,Unknown
Squid Ink Coffee,Maine,United States,"6 Cold Storage Rd, St George",43.9262972,-69.2593318,https://www.google.com/maps/place/?q=place_id:ChIJCfmHcSC3rUwRD4LJTZv1VEc,Domestic,Unknown
"Red Barn Gallery, Formerly Port Clyde Art Gallery",Maine,United States,"5 Cold Storage Road, Port Clyde Rd, St George",43.9268445,-69.2592166,https://www.google.com/maps/place/?q=place_id:ChIJ20qHR3K3rUwRp8VNVdGUbxg,Domestic,Unknown
Ronald Reagan Washington National Airport,Virginia,United States,"2401 Ronald Reagan Washington National Airport Access Rd, Arlington",38.851242,-77.0402315,https://www.google.com/maps/place/?q=place_id:ChIJleAvQDG3t4kRrWsHbQGvaEE,Domestic,Airport
Baltimore/Washington International Thurgood Marshall Airport,Maryland,United States,"7050 Friendship Rd, Baltimore",39.1775921,-76.6683889,https://www.google.com/maps/place/?q=place_id:ChIJC-DCu_zit4kRQBeX-gwVAAA,International,Airport
College Park Airport,Maryland,United States,"1909 Corporal Frank Scott Dr, College Park",38.9807815,-76.9236215,https://www.google.com/maps/place/?q=place_id:ChIJP4UzCrTGt4kRqzBQYZh9r0k,Domestic,Airport
Martin State Airport,Maryland,United States,"701 Wilson Point Rd, Middle River",39.3299829,-76.4214869,https://www.google.com/maps/place/?q=place_id:ChIJwy84-SH9x4kRplLgzFJQa80,Domestic,Airport
Bay Bridge Airport,Maryland,United States,"202 Airport Rd, Stevensville",38.9750473,-76.3267278,https://www.google.com/maps/place/?q=place_id:ChIJi18seA8buIkRLO2T7gMBS4c,Domestic,Airport
Lee Airport-ANP,Maryland,United States,"3090 Solomons Island Rd, Edgewater",38.9410629,-76.5654525,https://www.google.com/maps/place/?q=place_id:ChIJGcp8EOnzt4kRE6KcDx2AJnM,Domestic,Airport
Cambridge-Dorchester Regional Airport (CGE),Maryland,United States,"5263 Bucktown Rd, Cambridge",38.542733,-76.0359018,https://www.google.com/maps/place/?q=place_id:ChIJFytEh7VLuIkR7qFT0HUQxqI,Domestic,Airport
Tipton Airport (FME),Maryland,United States,"7515 General Aviation Dr #1, Fort Meade",39.0880052,-76.7592675,https://www.google.com/maps/place/?q=place_id:ChIJYenEb0Lmt4kRt2EEbR22Q9Q,Domestic,Airport
Potomac Airfield FAA ID KVKX,Maryland,United States,"10300 Glen Way, Fort Washington",38.7491073,-76.9565348,https://www.google.com/maps/place/?q=place_id:ChIJNe7L2dOkt4kRXsyAZLEZzxU,Domestic,Airport
Deale Airport-MD22,Maryland,United States,"400 Deale Rd, Tracys Landing",38.783344,-76.564623,https://www.google.com/maps/place/?q=place_id:ChIJA0y9XaSOt4kR0to9NJ2lV98,Domestic,Airport
Woodbine Airport MD78,Maryland,United States,"1973 Gillis Falls Rd, Woodbine",39.3844481,-77.0720815,https://www.google.com/maps/place/?q=place_id:ChIJVZXcUlguyIkR4Y3Vcd83gDg,Domestic,Airport
aeropuerto washington dulles,Maryland,United States,"7050 Friendship Rd, Baltimore",39.1775715,-76.6683889,https://www.google.com/maps/place/?q=place_id:ChIJk-HSE2Pjt4kRtixNg4qsVr0,Domestic,Airport
Air General,Virginia,United States,"Ronald Reagan Washington National Airport, 106 Air Cargo Rd, Arlington",38.8435286,-77.044281,https://www.google.com/maps/place/?q=place_id:ChIJL-KVes2wt4kRJIN_oOzCE9s,Domestic,Airport
Glenair Airport (Private),Maryland,United States,"3673 Sharp Rd, Glenwood",39.2693935,-77.0042546,https://www.google.com/maps/place/?q=place_id:ChIJk1KlDh4nyIkRJ0y9OpggLBo,Domestic,Airport
Freeway Airport Inc (W00),Maryland,United States,"3900 Church Rd, Bowie",38.9439808,-76.7723121,https://www.google.com/maps/place/?q=place_id:ChIJUasytsmUt4kRvdShkcDYDP4,Domestic,Airport
Tilghman Whipp Airport-7MD9,Maryland,United States,"22020 Benders Ln, Sherwood",38.734004,-76.3173599,https://www.google.com/maps/place/?q=place_id:ChIJHYG25PUkuIkRpj7A4kEolm8,Domestic,Airport
Big Oak Farm Airport-1MD1,Maryland,United States,"629 Hills Point Rd, Cambridge",38.569677,-76.2866729,https://www.google.com/maps/place/?q=place_id:ChIJU2PwuZMtuIkRWV2uavAXpEo,Domestic,Airport
Pokety Airport-3MD8,Maryland,United States,"6275 Castle Haven Rd, Cambridge",38.6138502,-76.1715394,https://www.google.com/maps/place/?q=place_id:ChIJm9FPCSw3uIkRsYTiQfaU63k,Domestic,Airport
Signature Flight Support BWI - Baltimore Washington Int'l Airport,Maryland,United States,"2 Aaronson Drive, Glen Burnie",39.1853761,-76.6553528,https://www.google.com/maps/place/?q=place_id:ChIJ8eWJfsbit4kRE0DAU3ladWI,Domestic,Airport
Asplundh Airport,Maryland,United States,McDaniel,38.7995613,-76.2724494,https://www.google.com/maps/place/?q=place_id:ChIJn_LqIdUiuIkRzyK0fFqWTxA,Domestic,Airport
Breezecroft Airport 05MD,Maryland,United States,"9860 Breezecroft Ln, Chestertown",39.2472925,-76.1999273,https://www.google.com/maps/place/?q=place_id:ChIJScVi2jnxx4kR0t-ie6SLRWo,Domestic,Airport
Signature Flight Support DCA - Washington National Airport,Virginia,United States,"Hangar 1, General Aviation Dr #7, Washington",38.8457655,-77.0480126,https://www.google.com/maps/place/?q=place_id:ChIJ5cyjcDK3t4kRMG1qqLWgmNI,Domestic,Airport
Gamble Farm Airport,Maryland,United States,La Plata,38.5284542,-77.0674762,https://www.google.com/maps/place/?q=place_id:ChIJtXVZVoUGt4kR8qDSG0IePbU,Domestic,Airport
Ragged Island,Maryland,United States,"5327 Ragged Point Rd, Cambridge",38.554906,-76.2723059,https://www.google.com/maps/place/?q=place_id:ChIJD745SGMtuIkR24pe0JxVHjc,Domestic,Airport
Hangar 85,Maryland,United States,"7501 General Aviation Dr, Laurel",39.087864,-76.7540974,https://www.google.com/maps/place/?q=place_id:ChIJKcdqWGjmt4kRoSVIYBhp4x0,Domestic,Airport
Easton NDB TSN 212,Maryland,United States,Easton,38.8039474,-76.0690793,https://www.google.com/maps/place/?q=place_id:ChIJAUUvDxpAuIkRwhTan0rqRL0,Domestic,Airport
Port of Baltimore,Maryland,United States,"401 E Pratt St #1653, Baltimore",39.2860725,-76.6096612,https://www.google.com/maps/place/?q=place_id:ChIJ7yv5XmIDyIkRkcRODtqJp8g,Domestic,Unknown
Ports America,Maryland,United States,"2400 Broening Hwy, Baltimore",39.2610758,-76.5423436,https://www.google.com/maps/place/?q=place_id:ChIJKVuqLWgByIkRa-CDShfed5Y,Domestic,Unknown
Port Annapolis,Maryland,United States,"7074 Bembe Beach Rd, Annapolis",38.9635912,-76.4786819,https://www.google.com/maps/place/?q=place_id:ChIJuXumIxX2t4kRcOGM839JaU8,Domestic,Unknown
Port of Maryland,Maryland,United States,"827 Elkridge Landing Rd, Linthicum Heights",39.1968174,-76.6861757,https://www.google.com/maps/place/?q=place_id:ChIJr3Cd5A7jt4kRrOuyolUIga4,Domestic,Unknown
"Seagirt Marine Terminal, Port of Baltimore",Maryland,United States,"2600 Broening Hwy, Baltimore",39.2565487,-76.5466833,https://www.google.com/maps/place/?q=place_id:ChIJ5aSL7l8ByIkRcu9JbOp5iNc,Domestic,Unknown
Maryland Port Administration,Maryland,United States,"401 E Pratt St, Baltimore",39.2860624,-76.6098267,https://www.google.com/maps/place/?q=place_id:ChIJ7yv5XmIDyIkRJNiWxzzpbFw,Domestic,Unknown
Ports America Chesapeake,Maryland,United States,"6605 F St Shed 12, Baltimore",39.2437421,-76.5297356,https://www.google.com/maps/place/?q=place_id:ChIJQ9DimXMByIkRTDQx4IZo6Fg,Domestic,Unknown
Baltimore Cruise Port,Maryland,United States,"2001 E McComas St, Baltimore",39.2652858,-76.5984573,https://www.google.com/maps/place/?q=place_id:ChIJ35otfW8DyIkRSZh0foXBjRo,Domestic,Unknown
J Port Annapolis,Maryland,United States,"213 Eastern Ave, Annapolis",38.9692628,-76.4777789,https://www.google.com/maps/place/?q=place_id:ChIJiRl7Oj_2t4kRGb1x5Odx_84,Domestic,Unknown
Port To Port Yacht Transport,Maryland,United States,"722 Coybay Dr, Annapolis",38.9645084,-76.5307956,https://www.google.com/maps/place/?q=place_id:ChIJ6R3kkrv3t4kR6AZZdC42yPc,Domestic,Unknown
Dundalk Terminal - Port Of Baltimore,Maryland,United States,"2700 Broening Hwy, Baltimore",39.2555027,-76.5330182,https://www.google.com/maps/place/?q=place_id:ChIJ22tgz2kByIkRocyX_Sn_Cxc,Domestic,Unknown
"RO-RO / CAR Terminal, Port Of Baltimore",Maryland,United States,Baltimore,39.2496208,-76.5320234,https://www.google.com/maps/place/?q=place_id:ChIJ0-DJjUgByIkRqgl18Kk4nMg,Domestic,Unknown
Port Errobinson,Maryland,United States,"4070 Beach Rd, Dundalk",39.2766882,-76.4566825,https://www.google.com/maps/place/?q=place_id:ChIJgYubW6UHyIkRHm4cVYOWgxk,Domestic,Unknown
Port Covington Marina,Maryland,United States,"321 E Cromwell St, Baltimore",39.2652157,-76.6049286,https://www.google.com/maps/place/?q=place_id:ChIJ4wo2iOEDyIkRfMrotyLZfHY,Domestic,Unknown
Baltimore Port Alliance,Maryland,United States,"3720 Dillon St, Baltimore",39.281805,-76.5652967,https://www.google.com/maps/place/?q=place_id:ChIJq8aKG_YDyIkRNqfS7rtUELk,Domestic,Unknown
Locust Point Marine Terminals,Maryland,United States,"2025 E McComas St, Baltimore",39.2636774,-76.5886689,https://www.google.com/maps/place/?q=place_id:ChIJD4FbGqIDyIkRBhKPkTD8xA4,Domestic,Unknown
Port of Washington Yacht Club,District of Columbia,United States,"600 Water St SW, Washington",38.8766682,-77.0225501,https://www.google.com/maps/place/?q=place_id:ChIJK6Qpfnq3t4kRnAqhegtqsO0,Domestic,Unknown
New Port,Maryland,United States,"New Port, MD 21771, USA",39.363437,-77.0685916,https://www.google.com/maps/place/?q=place_id:ChIJ7UVtheguyIkRPxpdT-0RZJU,Domestic,Unknown
Ports Of Call,Maryland,United States,"210 Holiday Ct, Annapolis",38.9824613,-76.5471642,https://www.google.com/maps/place/?q=place_id:ChIJ2fskQc32t4kRf8GN-GpJQuA,Domestic,Unknown
Port Recovery,Maryland,United States,"8615 Ridgelys Choice Dr, Nottingham",39.3899341,-76.4921388,https://www.google.com/maps/place/?q=place_id:ChIJ21PNA0EJyIkR1gCuQC13SvM,Domestic,Unknown
Port Transportation Inc,Maryland,United States,"2200 Broening Hwy, Baltimore",39.2648801,-76.5455718,https://www.google.com/maps/place/?q=place_id:ChIJPViRM1kByIkRl3TceboDm0M,Domestic,Unknown
Port Towns Shopping Center,Maryland,United States,"3671 Bladensburg Rd, Colmar Manor",38.9345222,-76.9505202,https://www.google.com/maps/place/?q=place_id:ChIJp8Hlom3Ht4kRHuU3vDvBYLY,Domestic,Unknown
Washington Blvd & Port Capital Dr,Maryland,United States,Elkridge,39.174674,-76.778568,https://www.google.com/maps/place/?q=place_id:ChIJYywBtwLht4kRCoIF7u4nxZ0,Domestic,Unknown
South Locust Point Cruise Terminal,Maryland,United States,"2001 E McComas St, Baltimore",39.2652692,-76.5983316,https://www.google.com/maps/place/?q=place_id:ChIJuQZVJAsDyIkRa3M_Wwza-D8,Domestic,Unknown
Chesapeake Terminals,Maryland,United States,"1999 Chesapeake Ave, Baltimore",39.2424718,-76.5674102,https://www.google.com/maps/place/?q=place_id:ChIJBQxo2J8DyIkRsrK-9sgLWz0,Domestic,Unknown
Washington Blvd / Port Capital Dr (Southbound),Maryland,United States,Elkridge,39.174776,-76.778443,https://www.google.com/maps/place/?q=place_id:ChIJo-HztwLht4kRN1k5HpblTCU,Domestic,Unknown
Patuxent River,Maryland,United States,"7499-7453 Mink Hollow Rd, Highland",39.1674559,-76.9982534,https://www.google.com/maps/place/?q=place_id:ChIJH43zSB3at4kRf1tMXQSHsJ0,Domestic,Unknown
The Port Comedy Club,Maryland,United States,"813 S Broadway, Baltimore",39.2822175,-76.5927545,https://www.google.com/maps/place/?q=place_id:ChIJX_Pp9AwDyIkReTsKNN7MEG4,Domestic,Unknown
Port Williams Marina,Maryland,United States,"7040 Bembe Beach Rd #10, Annapolis",38.9660134,-76.4759602,https://www.google.com/maps/place/?q=place_id:ChIJ7RbWqBX2t4kRHYHcbMJJ3Xw,Domestic,Unknown
Port Tobacco Creek,Maryland,United States,"Port Tobacco Creek, Maryland, USA",38.5523326,-77.0170097,https://www.google.com/maps/place/?q=place_id:ChIJB2cy8yUGt4kRhHmWhtzoArc,Domestic,Unknown
Port City Management,Maryland,United States,"2936 O'Donnell St, Baltimore",39.2805598,-76.5742327,https://www.google.com/maps/place/?q=place_id:ChIJGVS2HBkDyIkR9X_374H41uk,Domestic,Unknown
Port Logistics Group,Maryland,United States,"7272 Park Cir Dr STE 210, Hanover",39.1805603,-76.732858,https://www.google.com/maps/place/?q=place_id:ChIJ3Sm4iCrit4kR5e3movh8rkc,Domestic,Unknown
American Great Lakes Ports,District of Columbia,United States,"700 12th St NW, Washington",38.8987912,-77.0284952,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAPG3t4kR1BDBtyMWNj0,Domestic,Unknown
Port Side North,Maryland,United States,"11131 Pulaski Hwy, White Marsh",39.3873809,-76.417507,https://www.google.com/maps/place/?q=place_id:ChIJ50s2lKHjx4kRxFX3R1q43D4,Domestic,Unknown
red hook auto terminal customer center baltimore,Maryland,United States,"2025 E McComas St, Baltimore",39.2627809,-76.589,https://www.google.com/maps/place/?q=place_id:ChIJw1xgJqIDyIkRNQb3LSf-r9I,Domestic,Unknown
Washington Blvd / Port Capital Dr (Northbound),Maryland,United States,Jessup,39.174568,-76.778364,https://www.google.com/maps/place/?q=place_id:ChIJrdbOxALht4kRZSd0ydnd_gY,Domestic,Unknown
Port of Baltimore Access Control Center,Maryland,United States,"2200 Broening Hwy Ste. 205, Baltimore",39.2647842,-76.5461137,https://www.google.com/maps/place/?q=place_id:ChIJEY0gCVoByIkRtui9LnMHJsI,Domestic,Unknown
Port Royal Condominiums,Virginia,United States,"801 N Pitt St, Alexandria",38.8131945,-77.0423349,https://www.google.com/maps/place/?q=place_id:ChIJc0nhNvCwt4kRbe4nwr6OLd0,Domestic,Unknown
Putuxent River Maryland City MD,Maryland,United States,Upper Marlboro,38.73481,-76.7102059,https://www.google.com/maps/place/?q=place_id:ChIJcS0J_L6Rt4kR2qB0uY2vpPg,Domestic,Unknown
Port Networks,Maryland,United States,"World Trade Center Baltimore, 401 E Pratt St Ste 2553, Baltimore",39.2860624,-76.6098267,https://www.google.com/maps/place/?q=place_id:ChIJocYefCQFyIkR_oPUYAeai2s,Domestic,Unknown
Port Contractors Management,Maryland,United States,"3901 Asiatic Ave, Baltimore",39.2292015,-76.5664562,https://www.google.com/maps/place/?q=place_id:ChIJl2GJhjkCyIkRVBeEgN2vkN4,Domestic,Unknown
P & P Port-A-Van,Maryland,United States,"833 Reverdy Rd, Baltimore",39.3637609,-76.6032458,https://www.google.com/maps/place/?q=place_id:ChIJG-_KZHwFyIkR_KBlY7dLV1E,Domestic,Unknown
Port Tobacco Players Inc,Maryland,United States,"508 Charles St, La Plata",38.5294726,-76.9749106,https://www.google.com/maps/place/?q=place_id:ChIJHZOy7-cIt4kRZkhSKQJ8xvg,Domestic,Unknown
Mercedes Port,Maryland,United States,Baltimore,39.2478523,-76.5878067,https://www.google.com/maps/place/?q=place_id:ChIJaQTBJqwDyIkRh4YnwN2QpLM,Domestic,Unknown
Canton Marine Terminal,Maryland,United States,"4601 Newgate Ave, Baltimore",39.2604634,-76.5555464,https://www.google.com/maps/place/?q=place_id:ChIJ9Q44m6UDyIkROo3GuFzEeGg,Domestic,Unknown
Port Canaveral Rail Extension,District of Columbia,United States,"395 E St SW, Washington",38.8835384,-77.0170995,https://www.google.com/maps/place/?q=place_id:ChIJYTFmp3i3t4kRZVENWNJksX0,Domestic,Unknown
Port Tobacco River Conservancy,Maryland,United States,La Plata,38.5292877,-76.9752514,https://www.google.com/maps/place/?q=place_id:ChIJDQUj5ecIt4kRZf0oLmKoCYI,Domestic,Unknown
Recovery I O P Port,Maryland,United States,"7000 Harford Rd, Parkville",39.3669619,-76.549183,https://www.google.com/maps/place/?q=place_id:ChIJae7_qlQPyIkR45aMzXs3_ZY,Domestic,Unknown
Port-au-Prince Haitian Cuisine,Maryland,United States,"7912 Georgia Ave, Silver Spring",38.985469,-77.0268198,https://www.google.com/maps/place/?q=place_id:ChIJoZ-Jb5bIt4kROsK6IiIq4bo,Domestic,Unknown
Port 360 Express Llc,Maryland,United States,"414 Light St, Baltimore",39.2837923,-76.6137095,https://www.google.com/maps/place/?q=place_id:ChIJ_dHqQGEDyIkR6Aby40Vgluw,Domestic,Unknown
Port Royal Distribution,Maryland,United States,"7257 Parkway Dr, Hanover",39.1727837,-76.7339227,https://www.google.com/maps/place/?q=place_id:ChIJzwwvY93ht4kRxnWHrwx5J8E,Domestic,Unknown
Port Towns Church,Maryland,United States,"4500 57th Ave, Bladensburg",38.9455448,-76.9174409,https://www.google.com/maps/place/?q=place_id:ChIJ4ze9HhnBt4kR4_tVRTL_d1s,Domestic,Unknown
Boston Logan International Airport,Massachusetts,United States,East Boston,42.3653985,-71.0107832,https://www.google.com/maps/place/?q=place_id:ChIJN0na1RRw44kRRFEtH8OUkww,International,Airport
